id,year,State,Unit,Value
609,1/9/2019,New South Wales,$/MWh),81
610,7/10/2018,New South Wales,$/MWh),81
611,9/6/2019,New South Wales,$/MWh),81
612,1/4/2018,New South Wales,$/MWh),82
613,15/07/2018,New South Wales,$/MWh),82
614,19/06/2016,New South Wales,$/MWh),82
615,21/10/2018,New South Wales,$/MWh),82
616,27/05/2018,New South Wales,$/MWh),82
617,10/12/2017,New South Wales,$/MWh),83
618,17/09/2017,New South Wales,$/MWh),83
619,18/04/2021,New South Wales,$/MWh),83
620,25/06/2017,New South Wales,$/MWh),83
621,6/1/2019,New South Wales,$/MWh),83
622,19/11/2017,New South Wales,$/MWh),84
623,30/09/2018,New South Wales,$/MWh),84
624,5/6/2016,New South Wales,$/MWh),84
625,11/6/2017,New South Wales,$/MWh),85
626,12/5/2019,New South Wales,$/MWh),85
627,12/8/2018,New South Wales,$/MWh),85
628,14/04/2019,New South Wales,$/MWh),85
629,20/10/2019,New South Wales,$/MWh),85
630,26/05/2019,New South Wales,$/MWh),85
631,4/8/2019,New South Wales,$/MWh),85
632,10/3/2019,New South Wales,$/MWh),86
633,11/11/2018,New South Wales,$/MWh),86
634,20/05/2018,New South Wales,$/MWh),86
635,7/4/2019,New South Wales,$/MWh),86
636,8/10/2017,New South Wales,$/MWh),86
637,8/7/2018,New South Wales,$/MWh),86
638,10/1/2016,New South Wales,$/MWh),87
639,11/1/2009,New South Wales,$/MWh),87
640,17/12/2017,New South Wales,$/MWh),87
641,23/09/2018,New South Wales,$/MWh),87
642,10/2/2019,New South Wales,$/MWh),88
643,21/01/2018,New South Wales,$/MWh),88
644,24/03/2019,New South Wales,$/MWh),88
645,31/03/2019,New South Wales,$/MWh),88
646,9/7/2017,New South Wales,$/MWh),88
647,15/11/2015,New South Wales,$/MWh),89
648,24/06/2018,New South Wales,$/MWh),89
649,11/8/2019,New South Wales,$/MWh),90
650,12/3/2017,New South Wales,$/MWh),90
651,15/01/2017,New South Wales,$/MWh),90
652,16/09/2018,New South Wales,$/MWh),90
653,28/10/2018,New South Wales,$/MWh),90
654,12/6/2016,New South Wales,$/MWh),91
655,14/05/2017,New South Wales,$/MWh),91
656,17/02/2019,New South Wales,$/MWh),91
657,2/7/2017,New South Wales,$/MWh),91
658,25/11/2018,New South Wales,$/MWh),91
659,5/8/2018,New South Wales,$/MWh),91
660,13/10/2019,New South Wales,$/MWh),92
661,16/06/2019,New South Wales,$/MWh),92
662,16/07/2017,New South Wales,$/MWh),92
663,26/11/2017,New South Wales,$/MWh),92
664,28/05/2017,New South Wales,$/MWh),92
665,3/3/2019,New South Wales,$/MWh),92
666,8/1/2017,New South Wales,$/MWh),92
667,10/9/2017,New South Wales,$/MWh),93
668,22/10/2017,New South Wales,$/MWh),93
669,30/12/2018,New South Wales,$/MWh),93
670,6/8/2017,New South Wales,$/MWh),93
671,3/9/2017,New South Wales,$/MWh),94
672,4/6/2017,New South Wales,$/MWh),94
673,6/11/2016,New South Wales,$/MWh),94
674,9/12/2018,New South Wales,$/MWh),94
675,13/05/2018,New South Wales,$/MWh),95
676,7/5/2017,New South Wales,$/MWh),95
677,13/08/2017,New South Wales,$/MWh),96
678,17/03/2019,New South Wales,$/MWh),96
679,8/9/2019,New South Wales,$/MWh),96
680,4/11/2018,New South Wales,$/MWh),97
681,19/01/2020,New South Wales,$/MWh),98
682,7/2/2010,New South Wales,$/MWh),98
683,20/06/2021,Queensland,$/MWh),100
684,22/09/2019,Queensland,$/MWh),101
685,27/01/2019,Queensland,$/MWh),102
686,3/7/2016,Queensland,$/MWh),102
687,19/03/2017,Queensland,$/MWh),103
688,29/12/2013,Queensland,$/MWh),103
689,4/11/2018,Queensland,$/MWh),103
690,13/01/2019,Queensland,$/MWh),104
691,20/01/2019,Queensland,$/MWh),105
692,26/01/2020,Queensland,$/MWh),105
693,26/06/2016,Queensland,$/MWh),105
694,9/4/2017,Queensland,$/MWh),105
695,8/10/2017,Queensland,$/MWh),107
696,2/9/2018,Queensland,$/MWh),109
697,19/01/2014,Queensland,$/MWh),111
698,3/6/2018,Queensland,$/MWh),111
699,26/03/2017,Queensland,$/MWh),112
700,22/01/2017,Queensland,$/MWh),113
701,18/01/2015,Queensland,$/MWh),118
702,13/03/2016,Queensland,$/MWh),120
703,29/05/2016,Queensland,$/MWh),124
704,31/01/2016,Queensland,$/MWh),126
705,2/6/2019,Queensland,$/MWh),130
706,22/11/2009,Queensland,$/MWh),137
707,31/10/2010,Queensland,$/MWh),14
708,15/01/2017,Queensland,$/MWh),144
709,16/02/2014,Queensland,$/MWh),150
710,8/8/2010,Queensland,$/MWh),16
711,7/12/2014,Queensland,$/MWh),164
712,12/10/2014,Queensland,$/MWh),18
713,14/11/2010,Queensland,$/MWh),18
714,19/12/2010,Queensland,$/MWh),18
715,21/11/2010,Queensland,$/MWh),18
716,28/09/2014,Queensland,$/MWh),18
717,15/11/2009,Queensland,$/MWh),187
718,17/01/2010,Queensland,$/MWh),188
719,23/05/2010,Queensland,$/MWh),19
720,24/10/2010,Queensland,$/MWh),19
721,27/01/2013,Queensland,$/MWh),198
722,11/7/2010,Queensland,$/MWh),20
723,12/9/2010,Queensland,$/MWh),20
724,13/06/2010,Queensland,$/MWh),20
725,25/07/2010,Queensland,$/MWh),20
726,10/10/2010,Queensland,$/MWh),21
727,15/08/2010,Queensland,$/MWh),21
728,16/05/2010,Queensland,$/MWh),21
729,17/10/2010,Queensland,$/MWh),21
730,2/5/2010,Queensland,$/MWh),21
731,20/06/2010,Queensland,$/MWh),21
732,25/04/2010,Queensland,$/MWh),21
733,26/12/2010,Queensland,$/MWh),21
734,28/11/2010,Queensland,$/MWh),21
735,3/10/2010,Queensland,$/MWh),21
736,4/4/2010,Queensland,$/MWh),21
737,5/10/2014,Queensland,$/MWh),21
738,7/11/2010,Queensland,$/MWh),21
739,6/1/2013,Queensland,$/MWh),218
740,1/8/2010,Queensland,$/MWh),22
741,11/4/2010,Queensland,$/MWh),22
742,19/09/2010,Queensland,$/MWh),22
743,23/08/2009,Queensland,$/MWh),22
744,26/09/2010,Queensland,$/MWh),22
745,28/02/2010,Queensland,$/MWh),22
746,28/03/2010,Queensland,$/MWh),22
747,30/05/2010,Queensland,$/MWh),22
748,4/7/2010,Queensland,$/MWh),22
749,5/12/2010,Queensland,$/MWh),22
750,5/9/2010,Queensland,$/MWh),22
751,13/01/2013,Queensland,$/MWh),223
752,12/2/2017,Queensland,$/MWh),228
753,10/8/2014,Queensland,$/MWh),23
754,13/07/2008,Queensland,$/MWh),23
755,14/03/2010,Queensland,$/MWh),23
756,18/04/2010,Queensland,$/MWh),23
757,20/12/2009,Queensland,$/MWh),23
758,26/04/2020,Queensland,$/MWh),23
759,26/06/2011,Queensland,$/MWh),23
760,27/12/2009,Queensland,$/MWh),23
761,29/08/2010,Queensland,$/MWh),23
762,29/11/2009,Queensland,$/MWh),23
763,30/08/2009,Queensland,$/MWh),23
764,8/3/2009,Queensland,$/MWh),23
765,13/06/2021,Queensland,$/MWh),238
766,13/09/2009,Queensland,$/MWh),24
767,15/01/2012,Queensland,$/MWh),24
768,18/07/2010,Queensland,$/MWh),24
769,19/07/2009,Queensland,$/MWh),24
770,20/09/2009,Queensland,$/MWh),24
771,21/03/2010,Queensland,$/MWh),24
772,21/06/2009,Queensland,$/MWh),24
773,21/12/2014,Queensland,$/MWh),24
774,22/03/2009,Queensland,$/MWh),24
775,24/04/2011,Queensland,$/MWh),24
776,25/03/2012,Queensland,$/MWh),24
777,25/10/2009,Queensland,$/MWh),24
778,25/12/2011,Queensland,$/MWh),24
779,27/03/2011,Queensland,$/MWh),24
780,27/07/2014,Queensland,$/MWh),24
781,29/05/2011,Queensland,$/MWh),24
782,3/7/2011,Queensland,$/MWh),24
783,6/3/2011,Queensland,$/MWh),24
784,9/8/2009,Queensland,$/MWh),24
785,13/03/2011,Queensland,$/MWh),25
786,13/05/2012,Queensland,$/MWh),25
787,14/06/2009,Queensland,$/MWh),25
788,16/08/2009,Queensland,$/MWh),25
789,17/08/2014,Queensland,$/MWh),25
790,18/10/2009,Queensland,$/MWh),25
791,21/02/2010,Queensland,$/MWh),25
792,21/09/2014,Queensland,$/MWh),25
793,22/01/2012,Queensland,$/MWh),25
794,22/08/2010,Queensland,$/MWh),25
795,24/05/2009,Queensland,$/MWh),25
796,3/1/2010,Queensland,$/MWh),25
797,5/4/2015,Queensland,$/MWh),25
798,6/5/2012,Queensland,$/MWh),25
799,6/6/2010,Queensland,$/MWh),25
800,8/11/2009,Queensland,$/MWh),25
801,1/1/2012,Queensland,$/MWh),26
802,11/12/2011,Queensland,$/MWh),26
803,11/3/2012,Queensland,$/MWh),26
804,13/09/2020,Queensland,$/MWh),26
805,14/12/2008,Queensland,$/MWh),26
806,16/10/2011,Queensland,$/MWh),26
807,17/04/2011,Queensland,$/MWh),26
808,17/07/2011,Queensland,$/MWh),26
809,18/03/2012,Queensland,$/MWh),26
810,2/11/2014,Queensland,$/MWh),26
811,2/8/2009,Queensland,$/MWh),26
812,20/05/2012,Queensland,$/MWh),26
813,20/09/2020,Queensland,$/MWh),26
814,23/11/2008,Queensland,$/MWh),26
815,26/07/2009,Queensland,$/MWh),26
816,27/05/2012,Queensland,$/MWh),26
817,28/06/2009,Queensland,$/MWh),26
818,3/4/2011,Queensland,$/MWh),26
819,8/5/2011,Queensland,$/MWh),26
820,9/5/2010,Queensland,$/MWh),26
821,1/2/2015,Queensland,$/MWh),27
822,1/4/2012,Queensland,$/MWh),27
823,10/4/2011,Queensland,$/MWh),27
824,11/10/2009,Queensland,$/MWh),27
825,12/6/2011,Queensland,$/MWh),27
826,18/12/2011,Queensland,$/MWh),27
827,19/06/2011,Queensland,$/MWh),27
828,21/06/2015,Queensland,$/MWh),27
829,22/02/2009,Queensland,$/MWh),27
830,25/09/2011,Queensland,$/MWh),27
831,27/09/2020,Queensland,$/MWh),27
832,28/12/2008,Queensland,$/MWh),27
833,29/06/2008,Queensland,$/MWh),27
834,3/8/2014,Queensland,$/MWh),27
835,30/10/2011,Queensland,$/MWh),27
836,4/12/2011,Queensland,$/MWh),27
837,5/4/2009,Queensland,$/MWh),27
838,5/6/2011,Queensland,$/MWh),27
839,6/9/2009,Queensland,$/MWh),27
840,7/9/2008,Queensland,$/MWh),27
841,8/4/2012,Queensland,$/MWh),27
842,14/02/2016,Queensland,$/MWh),277
843,1/3/2009,Queensland,$/MWh),28
844,1/5/2011,Queensland,$/MWh),28
845,17/05/2009,Queensland,$/MWh),28
846,18/09/2011,Queensland,$/MWh),28
847,2/1/2011,Queensland,$/MWh),28
848,2/10/2011,Queensland,$/MWh),28
849,21/08/2011,Queensland,$/MWh),28
850,27/06/2010,Queensland,$/MWh),28
851,27/09/2009,Queensland,$/MWh),28
852,28/06/2015,Queensland,$/MWh),28
853,3/5/2020,Queensland,$/MWh),28
854,31/01/2010,Queensland,$/MWh),28
855,31/05/2009,Queensland,$/MWh),28
856,31/07/2011,Queensland,$/MWh),28
857,8/2/2015,Queensland,$/MWh),28
858,9/10/2011,Queensland,$/MWh),28
859,10/1/2010,Queensland,$/MWh),29
860,10/5/2009,Queensland,$/MWh),29
861,11/9/2011,Queensland,$/MWh),29
862,12/4/2009,Queensland,$/MWh),29
863,12/7/2009,Queensland,$/MWh),29
864,19/10/2014,Queensland,$/MWh),29
865,22/05/2011,Queensland,$/MWh),29
866,23/10/2011,Queensland,$/MWh),29
867,24/07/2011,Queensland,$/MWh),29
868,28/03/2021,Queensland,$/MWh),29
869,28/06/2020,Queensland,$/MWh),29
870,28/08/2011,Queensland,$/MWh),29
871,29/04/2012,Queensland,$/MWh),29
872,5/2/2012,Queensland,$/MWh),29
873,6/6/2021,Queensland,$/MWh),291
874,12/2/2012,Queensland,$/MWh),30
875,14/06/2015,Queensland,$/MWh),30
876,14/08/2011,Queensland,$/MWh),30
877,15/05/2011,Queensland,$/MWh),30
878,17/05/2015,Queensland,$/MWh),30
879,19/04/2015,Queensland,$/MWh),30
880,21/06/2020,Queensland,$/MWh),30
881,22/04/2012,Queensland,$/MWh),30
882,3/5/2015,Queensland,$/MWh),30
883,30/11/2014,Queensland,$/MWh),30
884,6/7/2008,Queensland,$/MWh),30
885,7/2/2010,Queensland,$/MWh),30
886,9/8/2020,Queensland,$/MWh),30
887,1/11/2015,Queensland,$/MWh),31
888,10/5/2015,Queensland,$/MWh),31
889,12/12/2010,Queensland,$/MWh),31
890,14/06/2020,Queensland,$/MWh),31
891,16/08/2020,Queensland,$/MWh),31
892,20/11/2011,Queensland,$/MWh),31
893,27/02/2011,Queensland,$/MWh),31
894,3/5/2009,Queensland,$/MWh),31
895,3/6/2012,Queensland,$/MWh),31
896,6/9/2020,Queensland,$/MWh),31
897,10/7/2011,Queensland,$/MWh),32
898,13/02/2011,Queensland,$/MWh),32
899,20/07/2014,Queensland,$/MWh),32
900,21/12/2008,Queensland,$/MWh),32
901,26/02/2012,Queensland,$/MWh),32
902,26/10/2014,Queensland,$/MWh),32
903,29/03/2009,Queensland,$/MWh),32
904,4/10/2009,Queensland,$/MWh),32
905,4/3/2012,Queensland,$/MWh),32
906,5/7/2015,Queensland,$/MWh),32
907,6/2/2011,Queensland,$/MWh),32
908,7/8/2011,Queensland,$/MWh),32
909,9/11/2008,Queensland,$/MWh),32
910,11/1/2015,Queensland,$/MWh),327
911,1/9/2019,Queensland,$/MWh),33
912,14/09/2008,Queensland,$/MWh),33
913,15/03/2020,Queensland,$/MWh),33
914,20/02/2011,Queensland,$/MWh),33
915,23/08/2015,Queensland,$/MWh),33
916,24/08/2008,Queensland,$/MWh),33
917,24/08/2014,Queensland,$/MWh),33
918,26/07/2020,Queensland,$/MWh),33
919,28/09/2008,Queensland,$/MWh),33
920,29/03/2015,Queensland,$/MWh),33
921,5/10/2008,Queensland,$/MWh),33
922,7/3/2010,Queensland,$/MWh),33
923,7/6/2015,Queensland,$/MWh),33
924,8/11/2015,Queensland,$/MWh),33
925,10/5/2020,Queensland,$/MWh),34
926,13/11/2011,Queensland,$/MWh),34
927,15/03/2009,Queensland,$/MWh),34
928,15/04/2012,Queensland,$/MWh),34
929,19/04/2009,Queensland,$/MWh),34
930,30/08/2020,Queensland,$/MWh),34
931,30/11/2008,Queensland,$/MWh),34
932,31/08/2008,Queensland,$/MWh),34
933,4/1/2009,Queensland,$/MWh),34
934,4/9/2011,Queensland,$/MWh),34
935,5/7/2009,Queensland,$/MWh),34
936,9/11/2014,Queensland,$/MWh),34
937,14/12/2014,Queensland,$/MWh),345
938,23/05/2021,Queensland,$/MWh),347
939,12/10/2008,Queensland,$/MWh),35
940,15/06/2008,Queensland,$/MWh),35
941,19/10/2008,Queensland,$/MWh),35
942,2/8/2020,Queensland,$/MWh),35
943,21/09/2008,Queensland,$/MWh),35
944,23/08/2020,Queensland,$/MWh),35
945,24/05/2015,Queensland,$/MWh),35
946,27/11/2011,Queensland,$/MWh),35
947,29/06/2014,Queensland,$/MWh),35
948,4/10/2020,Queensland,$/MWh),35
949,10/6/2012,Queensland,$/MWh),36
950,14/02/2021,Queensland,$/MWh),36
951,18/10/2020,Queensland,$/MWh),36
952,24/01/2010,Queensland,$/MWh),36
953,25/10/2015,Queensland,$/MWh),36
954,27/07/2008,Queensland,$/MWh),36
955,29/01/2012,Queensland,$/MWh),36
956,3/8/2008,Queensland,$/MWh),36
957,4/10/2015,Queensland,$/MWh),36
958,29/01/2017,Queensland,$/MWh),361
959,30/05/2021,Queensland,$/MWh),367
960,11/10/2020,Queensland,$/MWh),37
961,15/02/2015,Queensland,$/MWh),37
962,17/06/2012,Queensland,$/MWh),37
963,17/08/2008,Queensland,$/MWh),37
964,19/04/2020,Queensland,$/MWh),37
965,20/03/2011,Queensland,$/MWh),37
966,26/04/2015,Queensland,$/MWh),37
967,5/4/2020,Queensland,$/MWh),37
968,7/9/2014,Queensland,$/MWh),37
969,8/11/2020,Queensland,$/MWh),37
970,8/6/2008,Queensland,$/MWh),37
971,9/8/2015,Queensland,$/MWh),37
972,11/10/2015,Queensland,$/MWh),38
973,13/07/2014,Queensland,$/MWh),38
974,17/01/2021,Queensland,$/MWh),38
975,27/09/2015,Queensland,$/MWh),38
976,31/05/2020,Queensland,$/MWh),38
977,8/3/2020,Queensland,$/MWh),38
978,12/4/2020,Queensland,$/MWh),39
979,14/08/2016,Queensland,$/MWh),39
980,22/03/2020,Queensland,$/MWh),39
981,24/06/2012,Queensland,$/MWh),39
982,24/07/2016,Queensland,$/MWh),39
983,31/01/2021,Queensland,$/MWh),39
984,7/8/2016,Queensland,$/MWh),39
985,9/1/2011,Queensland,$/MWh),39
986,12/4/2015,Queensland,$/MWh),40
987,18/10/2015,Queensland,$/MWh),40
988,19/02/2012,Queensland,$/MWh),40
989,24/05/2020,Queensland,$/MWh),40
990,26/04/2009,Queensland,$/MWh),40
991,3/1/2021,Queensland,$/MWh),40
992,30/01/2011,Queensland,$/MWh),400
993,13/09/2015,Queensland,$/MWh),41
994,17/05/2020,Queensland,$/MWh),41
995,30/08/2015,Queensland,$/MWh),41
996,31/05/2015,Queensland,$/MWh),41
997,31/08/2014,Queensland,$/MWh),41
998,6/7/2014,Queensland,$/MWh),41
999,1/2/2009,Queensland,$/MWh),42
1000,15/02/2009,Queensland,$/MWh),42
1001,2/11/2008,Queensland,$/MWh),42
1002,25/09/2016,Queensland,$/MWh),42
1003,27/03/2016,Queensland,$/MWh),42
1004,5/7/2020,Queensland,$/MWh),42
1005,6/11/2011,Queensland,$/MWh),42
1006,6/12/2015,Queensland,$/MWh),42
1007,1/3/2015,Queensland,$/MWh),420
1008,14/09/2014,Queensland,$/MWh),43
1009,16/08/2015,Queensland,$/MWh),43
1010,17/07/2016,Queensland,$/MWh),43
1011,27/12/2015,Queensland,$/MWh),43
1012,27/12/2020,Queensland,$/MWh),43
1013,29/11/2015,Queensland,$/MWh),43
1014,11/4/2021,Queensland,$/MWh),44
1015,14/03/2021,Queensland,$/MWh),44
1016,2/10/2016,Queensland,$/MWh),44
1017,22/03/2015,Queensland,$/MWh),44
1018,23/11/2014,Queensland,$/MWh),44
1019,6/12/2020,Queensland,$/MWh),44
1020,7/2/2021,Queensland,$/MWh),44
1021,7/6/2020,Queensland,$/MWh),44
1022,10/1/2021,Queensland,$/MWh),45
1023,12/7/2020,Queensland,$/MWh),45
1024,13/12/2009,Queensland,$/MWh),45
1025,18/01/2009,Queensland,$/MWh),45
1026,19/07/2015,Queensland,$/MWh),45
1027,20/12/2015,Queensland,$/MWh),45
1028,25/10/2020,Queensland,$/MWh),45
1029,26/07/2015,Queensland,$/MWh),45
1030,12/1/2020,Queensland,$/MWh),46
1031,13/04/2014,Queensland,$/MWh),46
1032,22/06/2014,Queensland,$/MWh),46
1033,25/04/2021,Queensland,$/MWh),46
1034,29/03/2020,Queensland,$/MWh),46
1035,3/1/2016,Queensland,$/MWh),46
1036,6/12/2009,Queensland,$/MWh),46
1037,5/2/2017,Queensland,$/MWh),468
1038,1/11/2020,Queensland,$/MWh),47
1039,10/8/2008,Queensland,$/MWh),47
1040,11/9/2016,Queensland,$/MWh),47
1041,18/09/2016,Queensland,$/MWh),47
1042,19/07/2020,Queensland,$/MWh),47
1043,22/12/2019,Queensland,$/MWh),47
1044,23/01/2011,Queensland,$/MWh),47
1045,25/01/2015,Queensland,$/MWh),47
1046,26/01/2014,Queensland,$/MWh),47
1047,6/9/2015,Queensland,$/MWh),47
1048,17/01/2016,Queensland,$/MWh),48
1049,18/05/2014,Queensland,$/MWh),48
1050,18/08/2019,Queensland,$/MWh),48
1051,22/02/2015,Queensland,$/MWh),48
1052,23/09/2012,Queensland,$/MWh),48
1053,23/12/2012,Queensland,$/MWh),48
1054,24/01/2021,Queensland,$/MWh),48
1055,4/9/2016,Queensland,$/MWh),48
1056,7/2/2016,Queensland,$/MWh),48
1057,9/3/2014,Queensland,$/MWh),48
1058,11/5/2014,Queensland,$/MWh),49
1059,2/3/2014,Queensland,$/MWh),49
1060,21/03/2021,Queensland,$/MWh),49
1061,23/02/2020,Queensland,$/MWh),49
1062,25/05/2014,Queensland,$/MWh),49
1063,26/08/2012,Queensland,$/MWh),49
1064,28/12/2014,Queensland,$/MWh),49
1065,30/09/2012,Queensland,$/MWh),49
1066,6/4/2014,Queensland,$/MWh),49
1067,8/6/2014,Queensland,$/MWh),49
1068,1/6/2014,Queensland,$/MWh),50
1069,11/11/2012,Queensland,$/MWh),50
1070,14/10/2012,Queensland,$/MWh),50
1071,2/2/2014,Queensland,$/MWh),50
1072,20/04/2014,Queensland,$/MWh),50
1073,23/02/2014,Queensland,$/MWh),50
1074,23/03/2014,Queensland,$/MWh),50
1075,28/10/2012,Queensland,$/MWh),50
1076,9/12/2012,Queensland,$/MWh),50
1077,8/1/2017,Queensland,$/MWh),508
1078,11/1/2009,Queensland,$/MWh),51
1079,18/11/2012,Queensland,$/MWh),51
1080,2/2/2020,Queensland,$/MWh),51
1081,30/03/2014,Queensland,$/MWh),51
1082,4/11/2012,Queensland,$/MWh),51
1083,8/9/2019,Queensland,$/MWh),51
1084,11/8/2013,Queensland,$/MWh),52
1085,13/12/2015,Queensland,$/MWh),52
1086,16/09/2012,Queensland,$/MWh),52
1087,19/08/2012,Queensland,$/MWh),52
1088,20/09/2015,Queensland,$/MWh),52
1089,21/02/2021,Queensland,$/MWh),52
1090,22/11/2015,Queensland,$/MWh),52
1091,28/08/2016,Queensland,$/MWh),52
1092,3/2/2013,Queensland,$/MWh),52
1093,31/07/2016,Queensland,$/MWh),52
1094,5/1/2020,Queensland,$/MWh),52
1095,7/12/2008,Queensland,$/MWh),52
1096,2/6/2013,Queensland,$/MWh),53
1097,25/01/2009,Queensland,$/MWh),53
1098,28/02/2021,Queensland,$/MWh),53
1099,3/11/2013,Queensland,$/MWh),53
1100,10/11/2013,Queensland,$/MWh),54
1101,12/8/2012,Queensland,$/MWh),54
1102,13/10/2013,Queensland,$/MWh),54
1103,15/11/2020,Queensland,$/MWh),54
1104,17/02/2013,Queensland,$/MWh),54
1105,21/10/2012,Queensland,$/MWh),54
1106,29/09/2013,Queensland,$/MWh),54
1107,31/03/2013,Queensland,$/MWh),54
1108,4/8/2013,Queensland,$/MWh),54
1109,8/2/2009,Queensland,$/MWh),54
1110,9/6/2013,Queensland,$/MWh),54
1111,1/12/2013,Queensland,$/MWh),55
1112,2/5/2021,Queensland,$/MWh),55
1113,21/04/2013,Queensland,$/MWh),55
1114,22/09/2013,Queensland,$/MWh),55
1115,22/11/2020,Queensland,$/MWh),55
1116,24/11/2013,Queensland,$/MWh),55
1117,27/04/2014,Queensland,$/MWh),55
1118,27/10/2013,Queensland,$/MWh),55
1119,6/10/2013,Queensland,$/MWh),55
1120,6/3/2016,Queensland,$/MWh),55
1121,7/4/2013,Queensland,$/MWh),55
1122,8/1/2012,Queensland,$/MWh),55
1123,8/9/2013,Queensland,$/MWh),55
1124,12/5/2013,Queensland,$/MWh),56
1125,14/07/2013,Queensland,$/MWh),56
1126,15/12/2019,Queensland,$/MWh),56
1127,16/03/2014,Queensland,$/MWh),56
1128,2/9/2012,Queensland,$/MWh),56
1129,20/11/2016,Queensland,$/MWh),56
1130,30/06/2013,Queensland,$/MWh),56
1131,8/12/2013,Queensland,$/MWh),56
1132,9/2/2020,Queensland,$/MWh),56
1133,1/11/2009,Queensland,$/MWh),57
1134,1/12/2019,Queensland,$/MWh),57
1135,12/1/2014,Queensland,$/MWh),57
1136,15/09/2013,Queensland,$/MWh),57
1137,15/12/2013,Queensland,$/MWh),57
1138,29/11/2020,Queensland,$/MWh),57
1139,5/5/2013,Queensland,$/MWh),57
1140,9/9/2012,Queensland,$/MWh),57
1141,16/10/2016,Queensland,$/MWh),58
1142,2/8/2015,Queensland,$/MWh),58
1143,23/12/2018,Queensland,$/MWh),58
1144,28/07/2013,Queensland,$/MWh),58
1145,5/8/2012,Queensland,$/MWh),58
1146,9/10/2016,Queensland,$/MWh),58
1147,10/11/2019,Queensland,$/MWh),59
1148,14/04/2013,Queensland,$/MWh),59
1149,17/11/2013,Queensland,$/MWh),59
1150,19/05/2013,Queensland,$/MWh),59
1151,21/04/2019,Queensland,$/MWh),59
1152,22/10/2017,Queensland,$/MWh),59
1153,29/04/2018,Queensland,$/MWh),59
1154,3/11/2019,Queensland,$/MWh),59
1155,30/10/2016,Queensland,$/MWh),59
1156,4/5/2014,Queensland,$/MWh),59
1157,7/3/2021,Queensland,$/MWh),59
1158,7/6/2009,Queensland,$/MWh),59
1159,1/3/2020,Queensland,$/MWh),60
1160,15/07/2012,Queensland,$/MWh),60
1161,22/06/2008,Queensland,$/MWh),60
1162,22/12/2013,Queensland,$/MWh),60
1163,30/12/2012,Queensland,$/MWh),60
1164,6/5/2018,Queensland,$/MWh),60
1165,7/10/2012,Queensland,$/MWh),60
1166,11/3/2018,Queensland,$/MWh),61
1167,16/02/2020,Queensland,$/MWh),61
1168,18/12/2016,Queensland,$/MWh),61
1169,21/07/2019,Queensland,$/MWh),61
1170,28/04/2013,Queensland,$/MWh),61
1171,3/3/2013,Queensland,$/MWh),61
1172,8/4/2018,Queensland,$/MWh),61
1173,1/9/2013,Queensland,$/MWh),62
1174,10/7/2016,Queensland,$/MWh),62
1175,17/04/2016,Queensland,$/MWh),62
1176,20/12/2020,Queensland,$/MWh),62
1177,23/10/2016,Queensland,$/MWh),62
1178,25/03/2018,Queensland,$/MWh),62
1179,26/05/2013,Queensland,$/MWh),62
1180,4/3/2018,Queensland,$/MWh),62
1181,10/1/2016,Queensland,$/MWh),63
1182,12/11/2017,Queensland,$/MWh),63
1183,16/05/2021,Queensland,$/MWh),63
1184,29/09/2019,Queensland,$/MWh),63
1185,4/4/2021,Queensland,$/MWh),63
1186,8/7/2012,Queensland,$/MWh),63
1187,16/11/2008,Queensland,$/MWh),64
1188,18/03/2018,Queensland,$/MWh),64
1189,23/06/2013,Queensland,$/MWh),64
1190,24/11/2019,Queensland,$/MWh),64
1191,25/08/2013,Queensland,$/MWh),64
1192,29/12/2019,Queensland,$/MWh),64
1193,3/4/2016,Queensland,$/MWh),64
1194,5/1/2014,Queensland,$/MWh),64
1195,8/5/2016,Queensland,$/MWh),64
1196,1/7/2018,Queensland,$/MWh),65
1197,10/2/2013,Queensland,$/MWh),65
1198,15/04/2018,Queensland,$/MWh),65
1199,15/06/2014,Queensland,$/MWh),65
1200,15/09/2019,Queensland,$/MWh),65
1201,29/07/2012,Queensland,$/MWh),65
1202,5/3/2017,Queensland,$/MWh),65
1203,7/7/2013,Queensland,$/MWh),65
1204,1/4/2018,Queensland,$/MWh),66
1205,14/01/2018,Queensland,$/MWh),66
1206,17/11/2019,Queensland,$/MWh),66
1207,19/11/2017,Queensland,$/MWh),66
1208,24/01/2016,Queensland,$/MWh),66
1209,30/06/2019,Queensland,$/MWh),66
1210,4/1/2015,Queensland,$/MWh),66
1211,6/10/2019,Queensland,$/MWh),66
1212,10/6/2018,Queensland,$/MWh),67
1213,15/03/2015,Queensland,$/MWh),67
1214,15/05/2016,Queensland,$/MWh),67
1215,2/12/2012,Queensland,$/MWh),67
1216,21/08/2016,Queensland,$/MWh),67
1217,22/04/2018,Queensland,$/MWh),67
1218,4/2/2018,Queensland,$/MWh),67
1219,1/7/2012,Queensland,$/MWh),68
1220,18/06/2017,Queensland,$/MWh),68
1221,24/02/2013,Queensland,$/MWh),68
1222,26/11/2017,Queensland,$/MWh),68
1223,28/07/2019,Queensland,$/MWh),68
1224,5/11/2017,Queensland,$/MWh),68
1225,8/12/2019,Queensland,$/MWh),68
1226,15/10/2017,Queensland,$/MWh),69
1227,22/07/2012,Queensland,$/MWh),69
1228,24/02/2019,Queensland,$/MWh),69
1229,25/08/2019,Queensland,$/MWh),69
