id,year,State,Unit,Value
2912,27/02/2011,Victoria,$/MWh),26
2913,27/03/2011,Victoria,$/MWh),26
2914,27/09/2009,Victoria,$/MWh),26
2915,28/09/2014,Victoria,$/MWh),26
2916,28/12/2014,Victoria,$/MWh),26
2917,29/03/2015,Victoria,$/MWh),26
2918,3/4/2011,Victoria,$/MWh),26
2919,8/3/2015,Victoria,$/MWh),26
2920,10/1/2021,Victoria,$/MWh),27
2921,10/4/2011,Victoria,$/MWh),27
2922,17/04/2011,Victoria,$/MWh),27
2923,17/10/2010,Victoria,$/MWh),27
2924,20/11/2011,Victoria,$/MWh),27
2925,21/06/2009,Victoria,$/MWh),27
2926,22/03/2015,Victoria,$/MWh),27
2927,23/01/2011,Victoria,$/MWh),27
2928,24/01/2010,Victoria,$/MWh),27
2929,24/01/2021,Victoria,$/MWh),27
2930,25/03/2012,Victoria,$/MWh),27
2931,25/07/2010,Victoria,$/MWh),27
2932,27/05/2012,Victoria,$/MWh),27
2933,3/1/2010,Victoria,$/MWh),27
2934,3/5/2015,Victoria,$/MWh),27
2935,30/11/2008,Victoria,$/MWh),27
2936,4/9/2011,Victoria,$/MWh),27
2937,4/9/2016,Victoria,$/MWh),27
2938,6/2/2011,Victoria,$/MWh),27
2939,8/2/2015,Victoria,$/MWh),27
2940,18/04/2010,Victoria,$/MWh),271
2941,1/2/2015,Victoria,$/MWh),28
2942,13/11/2011,Victoria,$/MWh),28
2943,14/02/2010,Victoria,$/MWh),28
2944,14/03/2010,Victoria,$/MWh),28
2945,14/12/2014,Victoria,$/MWh),28
2946,18/09/2011,Victoria,$/MWh),28
2947,19/04/2020,Victoria,$/MWh),28
2948,20/02/2011,Victoria,$/MWh),28
2949,21/02/2010,Victoria,$/MWh),28
2950,22/01/2012,Victoria,$/MWh),28
2951,23/11/2008,Victoria,$/MWh),28
2952,29/01/2012,Victoria,$/MWh),28
2953,3/7/2011,Victoria,$/MWh),28
2954,30/10/2016,Victoria,$/MWh),28
2955,31/01/2016,Victoria,$/MWh),28
2956,31/07/2011,Victoria,$/MWh),28
2957,4/7/2010,Victoria,$/MWh),28
2958,6/5/2012,Victoria,$/MWh),28
2959,9/11/2014,Victoria,$/MWh),28
2960,10/1/2010,Victoria,$/MWh),280
2961,11/4/2021,Victoria,$/MWh),29
2962,12/10/2014,Victoria,$/MWh),29
2963,13/11/2016,Victoria,$/MWh),29
2964,14/02/2021,Victoria,$/MWh),29
2965,14/06/2009,Victoria,$/MWh),29
2966,17/07/2011,Victoria,$/MWh),29
2967,2/10/2016,Victoria,$/MWh),29
2968,20/12/2020,Victoria,$/MWh),29
2969,22/11/2009,Victoria,$/MWh),29
2970,24/01/2016,Victoria,$/MWh),29
2971,24/05/2009,Victoria,$/MWh),29
2972,27/07/2014,Victoria,$/MWh),29
2973,28/08/2011,Victoria,$/MWh),29
2974,4/4/2021,Victoria,$/MWh),29
2975,5/10/2014,Victoria,$/MWh),29
2976,6/9/2020,Victoria,$/MWh),29
2977,8/4/2012,Victoria,$/MWh),29
2978,9/10/2011,Victoria,$/MWh),29
2979,10/5/2015,Victoria,$/MWh),30
2980,13/12/2009,Victoria,$/MWh),30
2981,17/05/2009,Victoria,$/MWh),30
2982,18/01/2015,Victoria,$/MWh),30
2983,19/02/2012,Victoria,$/MWh),30
2984,23/05/2010,Victoria,$/MWh),30
2985,25/12/2016,Victoria,$/MWh),30
2986,3/5/2020,Victoria,$/MWh),30
2987,4/10/2009,Victoria,$/MWh),30
2988,6/11/2011,Victoria,$/MWh),30
2989,7/12/2014,Victoria,$/MWh),30
2990,8/8/2010,Victoria,$/MWh),30
2991,9/1/2011,Victoria,$/MWh),30
2992,1/3/2015,Victoria,$/MWh),31
2993,1/4/2012,Victoria,$/MWh),31
2994,10/5/2009,Victoria,$/MWh),31
2995,11/9/2011,Victoria,$/MWh),31
2996,12/4/2015,Victoria,$/MWh),31
2997,12/6/2011,Victoria,$/MWh),31
2998,12/7/2009,Victoria,$/MWh),31
2999,13/02/2011,Victoria,$/MWh),31
3000,14/08/2011,Victoria,$/MWh),31
3001,14/08/2016,Victoria,$/MWh),31
3002,15/02/2009,Victoria,$/MWh),31
3003,15/02/2015,Victoria,$/MWh),31
3004,16/11/2008,Victoria,$/MWh),31
3005,2/2/2020,Victoria,$/MWh),31
3006,21/06/2015,Victoria,$/MWh),31
3007,23/11/2014,Victoria,$/MWh),31
3008,24/07/2011,Victoria,$/MWh),31
3009,28/03/2021,Victoria,$/MWh),31
3010,5/7/2009,Victoria,$/MWh),31
3011,6/6/2010,Victoria,$/MWh),31
3012,1/5/2011,Victoria,$/MWh),32
3013,1/8/2010,Victoria,$/MWh),32
3014,12/4/2009,Victoria,$/MWh),32
3015,13/07/2008,Victoria,$/MWh),32
3016,15/03/2009,Victoria,$/MWh),32
3017,18/07/2010,Victoria,$/MWh),32
3018,19/04/2015,Victoria,$/MWh),32
3019,21/09/2014,Victoria,$/MWh),32
3020,22/02/2015,Victoria,$/MWh),32
3021,29/04/2012,Victoria,$/MWh),32
3022,29/06/2008,Victoria,$/MWh),32
3023,3/1/2016,Victoria,$/MWh),32
3024,4/1/2009,Victoria,$/MWh),32
3025,5/4/2009,Victoria,$/MWh),32
3026,5/6/2011,Victoria,$/MWh),32
3027,7/3/2021,Victoria,$/MWh),32
3028,24/02/2019,Victoria,$/MWh),322
3029,10/8/2014,Victoria,$/MWh),33
3030,17/01/2021,Victoria,$/MWh),33
3031,19/07/2015,Victoria,$/MWh),33
3032,22/04/2012,Victoria,$/MWh),33
3033,26/07/2015,Victoria,$/MWh),33
3034,27/06/2010,Victoria,$/MWh),33
3035,27/09/2020,Victoria,$/MWh),33
3036,29/11/2020,Victoria,$/MWh),33
3037,30/11/2014,Victoria,$/MWh),33
3038,4/12/2016,Victoria,$/MWh),33
3039,7/6/2015,Victoria,$/MWh),33
3040,8/11/2015,Victoria,$/MWh),33
3041,8/5/2011,Victoria,$/MWh),33
3042,11/12/2016,Victoria,$/MWh),34
3043,14/02/2016,Victoria,$/MWh),34
3044,14/09/2008,Victoria,$/MWh),34
3045,15/05/2011,Victoria,$/MWh),34
3046,17/05/2015,Victoria,$/MWh),34
3047,23/08/2015,Victoria,$/MWh),34
3048,24/05/2015,Victoria,$/MWh),34
3049,25/10/2015,Victoria,$/MWh),34
3050,28/09/2008,Victoria,$/MWh),34
3051,30/05/2010,Victoria,$/MWh),34
3052,5/7/2015,Victoria,$/MWh),34
3053,7/8/2016,Victoria,$/MWh),34
3054,9/5/2010,Victoria,$/MWh),34
3055,9/8/2015,Victoria,$/MWh),34
3056,13/12/2020,Victoria,$/MWh),35
3057,16/08/2015,Victoria,$/MWh),35
3058,16/11/2014,Victoria,$/MWh),35
3059,17/08/2014,Victoria,$/MWh),35
3060,22/05/2011,Victoria,$/MWh),35
3061,28/06/2015,Victoria,$/MWh),35
3062,3/6/2012,Victoria,$/MWh),35
3063,4/1/2015,Victoria,$/MWh),35
3064,6/7/2008,Victoria,$/MWh),35
3065,8/3/2020,Victoria,$/MWh),35
3066,9/10/2016,Victoria,$/MWh),35
3067,1/12/2019,Victoria,$/MWh),36
3068,13/09/2020,Victoria,$/MWh),36
3069,14/06/2020,Victoria,$/MWh),36
3070,19/04/2009,Victoria,$/MWh),36
3071,20/06/2010,Victoria,$/MWh),36
3072,3/8/2014,Victoria,$/MWh),36
3073,5/10/2008,Victoria,$/MWh),36
3074,6/11/2016,Victoria,$/MWh),36
3075,7/2/2016,Victoria,$/MWh),36
3076,7/6/2009,Victoria,$/MWh),36
3077,7/8/2011,Victoria,$/MWh),36
3078,14/06/2015,Victoria,$/MWh),37
3079,15/04/2012,Victoria,$/MWh),37
3080,16/10/2016,Victoria,$/MWh),37
3081,20/09/2020,Victoria,$/MWh),37
3082,25/09/2016,Victoria,$/MWh),37
3083,4/10/2015,Victoria,$/MWh),37
3084,7/9/2008,Victoria,$/MWh),37
3085,11/10/2015,Victoria,$/MWh),38
3086,13/09/2015,Victoria,$/MWh),38
3087,15/06/2008,Victoria,$/MWh),38
3088,20/11/2016,Victoria,$/MWh),38
3089,24/08/2008,Victoria,$/MWh),38
3090,27/09/2015,Victoria,$/MWh),38
3091,3/5/2009,Victoria,$/MWh),38
3092,30/08/2020,Victoria,$/MWh),38
3093,31/05/2009,Victoria,$/MWh),38
3094,7/9/2014,Victoria,$/MWh),38
3095,14/01/2018,Victoria,$/MWh),383
3096,1/5/2016,Victoria,$/MWh),39
3097,10/6/2012,Victoria,$/MWh),39
3098,10/7/2011,Victoria,$/MWh),39
3099,12/4/2020,Victoria,$/MWh),39
3100,13/03/2016,Victoria,$/MWh),39
3101,16/05/2010,Victoria,$/MWh),39
3102,17/06/2012,Victoria,$/MWh),39
3103,20/12/2015,Victoria,$/MWh),39
3104,24/07/2016,Victoria,$/MWh),39
3105,24/08/2014,Victoria,$/MWh),39
3106,27/07/2008,Victoria,$/MWh),39
3107,31/05/2015,Victoria,$/MWh),39
3108,8/6/2008,Victoria,$/MWh),39
3109,12/10/2008,Victoria,$/MWh),40
3110,13/07/2014,Victoria,$/MWh),40
3111,17/08/2008,Victoria,$/MWh),40
3112,18/10/2015,Victoria,$/MWh),40
3113,2/8/2015,Victoria,$/MWh),40
3114,26/04/2015,Victoria,$/MWh),40
3115,29/03/2009,Victoria,$/MWh),40
3116,29/05/2011,Victoria,$/MWh),40
3117,6/7/2014,Victoria,$/MWh),40
3118,8/11/2020,Victoria,$/MWh),40
3119,11/1/2009,Victoria,$/MWh),41
3120,14/09/2014,Victoria,$/MWh),41
3121,19/10/2008,Victoria,$/MWh),41
3122,24/04/2016,Victoria,$/MWh),41
3123,24/06/2012,Victoria,$/MWh),41
3124,28/06/2020,Victoria,$/MWh),41
3125,31/08/2008,Victoria,$/MWh),41
3126,8/11/2009,Victoria,$/MWh),41
3127,10/5/2020,Victoria,$/MWh),42
3128,20/04/2014,Victoria,$/MWh),42
3129,20/07/2014,Victoria,$/MWh),42
3130,21/03/2021,Victoria,$/MWh),42
3131,27/12/2015,Victoria,$/MWh),42
3132,28/08/2016,Victoria,$/MWh),42
3133,29/12/2013,Victoria,$/MWh),42
3134,5/4/2020,Victoria,$/MWh),42
3135,6/9/2015,Victoria,$/MWh),42
3136,13/04/2014,Victoria,$/MWh),43
3137,19/01/2020,Victoria,$/MWh),43
3138,20/03/2016,Victoria,$/MWh),43
3139,21/09/2008,Victoria,$/MWh),43
3140,22/06/2008,Victoria,$/MWh),43
3141,22/06/2014,Victoria,$/MWh),43
3142,22/11/2015,Victoria,$/MWh),43
3143,22/12/2013,Victoria,$/MWh),43
3144,3/8/2008,Victoria,$/MWh),43
3145,12/7/2015,Victoria,$/MWh),44
3146,17/01/2016,Victoria,$/MWh),44
3147,2/11/2008,Victoria,$/MWh),44
3148,2/3/2014,Victoria,$/MWh),44
3149,29/11/2015,Victoria,$/MWh),44
3150,9/11/2008,Victoria,$/MWh),44
3151,15/11/2015,Victoria,$/MWh),45
3152,17/03/2013,Victoria,$/MWh),45
3153,18/01/2009,Victoria,$/MWh),45
3154,22/03/2020,Victoria,$/MWh),45
3155,23/12/2012,Victoria,$/MWh),45
3156,27/01/2013,Victoria,$/MWh),45
3157,3/11/2013,Victoria,$/MWh),45
3158,31/08/2014,Victoria,$/MWh),45
3159,6/12/2015,Victoria,$/MWh),45
3160,6/4/2014,Victoria,$/MWh),45
3161,11/10/2020,Victoria,$/MWh),46
3162,15/03/2020,Victoria,$/MWh),46
3163,16/03/2014,Victoria,$/MWh),46
3164,17/07/2016,Victoria,$/MWh),46
3165,23/02/2014,Victoria,$/MWh),46
3166,23/10/2016,Victoria,$/MWh),46
3167,24/03/2013,Victoria,$/MWh),46
3168,24/05/2020,Victoria,$/MWh),46
3169,25/05/2014,Victoria,$/MWh),46
3170,27/04/2014,Victoria,$/MWh),46
3171,3/4/2016,Victoria,$/MWh),46
3172,31/03/2013,Victoria,$/MWh),46
3173,31/05/2020,Victoria,$/MWh),46
3174,5/1/2014,Victoria,$/MWh),46
3175,13/01/2013,Victoria,$/MWh),47
3176,15/11/2020,Victoria,$/MWh),47
3177,16/02/2014,Victoria,$/MWh),47
3178,16/12/2012,Victoria,$/MWh),47
3179,17/11/2013,Victoria,$/MWh),47
3180,18/05/2014,Victoria,$/MWh),47
3181,19/01/2014,Victoria,$/MWh),47
3182,23/09/2012,Victoria,$/MWh),47
3183,25/10/2020,Victoria,$/MWh),47
3184,27/10/2013,Victoria,$/MWh),47
3185,8/12/2013,Victoria,$/MWh),47
3186,9/3/2014,Victoria,$/MWh),47
3187,1/11/2020,Victoria,$/MWh),48
3188,10/11/2013,Victoria,$/MWh),48
3189,20/01/2013,Victoria,$/MWh),48
3190,21/04/2013,Victoria,$/MWh),48
3191,21/06/2020,Victoria,$/MWh),48
3192,21/10/2012,Victoria,$/MWh),48
3193,22/09/2013,Victoria,$/MWh),48
3194,23/05/2021,Victoria,$/MWh),48
3195,26/10/2008,Victoria,$/MWh),48
3196,29/06/2014,Victoria,$/MWh),48
3197,30/03/2014,Victoria,$/MWh),48
3198,6/1/2013,Victoria,$/MWh),48
3199,1/3/2020,Victoria,$/MWh),49
3200,13/10/2013,Victoria,$/MWh),49
3201,14/10/2012,Victoria,$/MWh),49
3202,15/06/2014,Victoria,$/MWh),49
3203,17/04/2016,Victoria,$/MWh),49
3204,17/05/2020,Victoria,$/MWh),49
3205,2/6/2013,Victoria,$/MWh),49
3206,21/02/2016,Victoria,$/MWh),49
3207,22/12/2019,Victoria,$/MWh),49
3208,24/11/2013,Victoria,$/MWh),49
3209,30/09/2012,Victoria,$/MWh),49
3210,9/6/2013,Victoria,$/MWh),49
3211,18/09/2016,Victoria,$/MWh),50
3212,2/5/2021,Victoria,$/MWh),50
3213,23/03/2014,Victoria,$/MWh),50
3214,26/04/2009,Victoria,$/MWh),50
3215,3/2/2013,Victoria,$/MWh),50
3216,8/6/2014,Victoria,$/MWh),50
3217,8/9/2013,Victoria,$/MWh),50
3218,1/12/2013,Victoria,$/MWh),51
3219,1/9/2013,Victoria,$/MWh),51
3220,15/09/2013,Victoria,$/MWh),51
3221,15/11/2009,Victoria,$/MWh),51
3222,16/09/2012,Victoria,$/MWh),51
3223,18/11/2012,Victoria,$/MWh),51
3224,2/9/2012,Victoria,$/MWh),51
3225,20/10/2013,Victoria,$/MWh),51
3226,26/08/2012,Victoria,$/MWh),51
3227,28/02/2016,Victoria,$/MWh),51
3228,29/09/2013,Victoria,$/MWh),51
3229,4/11/2012,Victoria,$/MWh),51
3230,4/5/2014,Victoria,$/MWh),51
3231,6/10/2013,Victoria,$/MWh),51
3232,9/2/2014,Victoria,$/MWh),51
3233,11/11/2012,Victoria,$/MWh),52
3234,11/5/2014,Victoria,$/MWh),52
3235,11/8/2013,Victoria,$/MWh),52
3236,11/9/2016,Victoria,$/MWh),52
3237,2/12/2012,Victoria,$/MWh),52
3238,23/02/2020,Victoria,$/MWh),52
3239,30/06/2013,Victoria,$/MWh),52
3240,30/08/2015,Victoria,$/MWh),52
3241,31/07/2016,Victoria,$/MWh),52
3242,5/5/2013,Victoria,$/MWh),52
3243,7/4/2013,Victoria,$/MWh),52
3244,10/2/2013,Victoria,$/MWh),53
3245,10/8/2008,Victoria,$/MWh),53
3246,19/08/2012,Victoria,$/MWh),53
3247,24/02/2013,Victoria,$/MWh),53
3248,25/08/2013,Victoria,$/MWh),53
3249,28/04/2013,Victoria,$/MWh),53
3250,29/03/2020,Victoria,$/MWh),53
3251,9/8/2020,Victoria,$/MWh),53
3252,12/5/2013,Victoria,$/MWh),54
3253,14/04/2013,Victoria,$/MWh),54
3254,16/02/2020,Victoria,$/MWh),54
3255,22/11/2020,Victoria,$/MWh),54
3256,27/11/2016,Victoria,$/MWh),54
3257,5/1/2020,Victoria,$/MWh),54
3258,8/12/2019,Victoria,$/MWh),54
3259,14/07/2013,Victoria,$/MWh),55
3260,16/08/2020,Victoria,$/MWh),55
3261,2/8/2020,Victoria,$/MWh),55
3262,20/09/2015,Victoria,$/MWh),55
3263,28/07/2013,Victoria,$/MWh),55
3264,4/8/2013,Victoria,$/MWh),55
3265,12/8/2012,Victoria,$/MWh),56
3266,15/05/2016,Victoria,$/MWh),56
3267,18/10/2020,Victoria,$/MWh),56
3268,28/10/2012,Victoria,$/MWh),56
3269,8/5/2016,Victoria,$/MWh),56
3270,19/05/2013,Victoria,$/MWh),57
3271,2/2/2014,Victoria,$/MWh),57
3272,4/10/2020,Victoria,$/MWh),57
3273,7/10/2012,Victoria,$/MWh),57
3274,22/05/2016,Victoria,$/MWh),58
3275,26/01/2014,Victoria,$/MWh),58
3276,1/6/2014,Victoria,$/MWh),59
3277,12/1/2020,Victoria,$/MWh),59
3278,18/08/2013,Victoria,$/MWh),59
3279,9/2/2020,Victoria,$/MWh),59
3280,1/1/2017,Victoria,$/MWh),60
3281,5/8/2012,Victoria,$/MWh),60
3282,10/7/2016,Victoria,$/MWh),61
3283,24/09/2017,Victoria,$/MWh),61
3284,26/05/2013,Victoria,$/MWh),61
3285,29/07/2018,Victoria,$/MWh),61
3286,25/01/2009,Victoria,$/MWh),619
3287,15/07/2012,Victoria,$/MWh),62
3288,1/10/2017,Victoria,$/MWh),63
3289,1/7/2018,Victoria,$/MWh),63
3290,21/07/2013,Victoria,$/MWh),63
3291,24/11/2019,Victoria,$/MWh),63
3292,26/07/2020,Victoria,$/MWh),63
3293,6/6/2021,Victoria,$/MWh),63
3294,9/9/2018,Victoria,$/MWh),63
3295,22/01/2017,Victoria,$/MWh),64
3296,29/04/2018,Victoria,$/MWh),64
3297,10/3/2013,Victoria,$/MWh),65
3298,12/7/2020,Victoria,$/MWh),65
3299,5/3/2017,Victoria,$/MWh),65
3300,22/07/2012,Victoria,$/MWh),66
3301,8/1/2017,Victoria,$/MWh),66
3302,10/4/2016,Victoria,$/MWh),67
3303,21/08/2016,Victoria,$/MWh),67
3304,29/07/2012,Victoria,$/MWh),67
3305,3/3/2013,Victoria,$/MWh),67
3306,1/2/2009,Victoria,$/MWh),68
3307,12/8/2018,Victoria,$/MWh),68
3308,7/7/2013,Victoria,$/MWh),68
3309,10/11/2019,Victoria,$/MWh),69
3310,17/02/2013,Victoria,$/MWh),69
3311,18/08/2019,Victoria,$/MWh),69
3312,23/06/2013,Victoria,$/MWh),69
3313,25/03/2018,Victoria,$/MWh),69
3314,8/10/2017,Victoria,$/MWh),69
3315,3/11/2019,Victoria,$/MWh),70
3316,8/4/2018,Victoria,$/MWh),70
3317,8/7/2012,Victoria,$/MWh),70
3318,9/9/2012,Victoria,$/MWh),70
3319,17/11/2019,Victoria,$/MWh),71
3320,23/08/2020,Victoria,$/MWh),71
3321,5/8/2018,Victoria,$/MWh),71
3322,25/04/2021,Victoria,$/MWh),72
3323,9/5/2021,Victoria,$/MWh),72
3324,18/03/2018,Victoria,$/MWh),73
3325,19/07/2020,Victoria,$/MWh),74
3326,22/07/2018,Victoria,$/MWh),74
3327,31/12/2017,Victoria,$/MWh),74
3328,5/7/2020,Victoria,$/MWh),74
3329,26/01/2020,Victoria,$/MWh),744
3330,10/6/2018,Victoria,$/MWh),75
3331,15/12/2013,Victoria,$/MWh),75
3332,25/02/2018,Victoria,$/MWh),75
3333,6/5/2018,Victoria,$/MWh),75
3334,12/2/2017,Victoria,$/MWh),76
3335,9/12/2012,Victoria,$/MWh),76
3336,15/01/2017,Victoria,$/MWh),77
3337,15/04/2018,Victoria,$/MWh),77
3338,17/09/2017,Victoria,$/MWh),78
3339,22/04/2018,Victoria,$/MWh),78
3340,30/06/2019,Victoria,$/MWh),78
3341,9/6/2019,Victoria,$/MWh),78
3342,12/3/2017,Victoria,$/MWh),79
3343,15/10/2017,Victoria,$/MWh),79
3344,21/04/2019,Victoria,$/MWh),79
3345,21/07/2019,Victoria,$/MWh),79
3346,29/01/2017,Victoria,$/MWh),79
3347,5/6/2016,Victoria,$/MWh),79
3348,15/07/2018,Victoria,$/MWh),80
3349,19/06/2016,Victoria,$/MWh),80
3350,29/10/2017,Victoria,$/MWh),80
3351,1/4/2018,Victoria,$/MWh),81
3352,18/02/2018,Victoria,$/MWh),81
3353,30/05/2021,Victoria,$/MWh),81
3354,4/3/2018,Victoria,$/MWh),81
3355,7/6/2020,Victoria,$/MWh),81
3356,24/12/2017,Victoria,$/MWh),82
3357,27/06/2021,Victoria,$/MWh),82
3358,6/3/2016,Victoria,$/MWh),82
3359,11/3/2018,Victoria,$/MWh),83
3360,13/12/2015,Victoria,$/MWh),83
3361,19/02/2017,Victoria,$/MWh),83
3362,26/02/2017,Victoria,$/MWh),83
3363,27/05/2018,Victoria,$/MWh),83
3364,11/2/2018,Victoria,$/MWh),84
3365,20/07/2008,Victoria,$/MWh),84
3366,5/11/2017,Victoria,$/MWh),84
3367,7/1/2018,Victoria,$/MWh),84
3368,7/10/2018,Victoria,$/MWh),85
3369,16/06/2013,Victoria,$/MWh),86
3370,3/12/2017,Victoria,$/MWh),86
3371,12/6/2016,Victoria,$/MWh),87
3372,13/08/2017,Victoria,$/MWh),87
3373,20/10/2019,Victoria,$/MWh),87
3374,22/10/2017,Victoria,$/MWh),87
3375,31/01/2010,Victoria,$/MWh),87
3376,8/7/2018,Victoria,$/MWh),87
3377,21/05/2017,Victoria,$/MWh),88
3378,14/07/2019,Victoria,$/MWh),89
3379,10/9/2017,Victoria,$/MWh),90
3380,18/04/2021,Victoria,$/MWh),90
3381,23/12/2018,Victoria,$/MWh),90
3382,26/05/2019,Victoria,$/MWh),90
3383,12/5/2019,Victoria,$/MWh),91
3384,16/12/2018,Victoria,$/MWh),91
3385,20/05/2018,Victoria,$/MWh),91
3386,12/11/2017,Victoria,$/MWh),92
3387,17/12/2017,Victoria,$/MWh),92
3388,18/06/2017,Victoria,$/MWh),92
3389,19/05/2019,Victoria,$/MWh),92
3390,14/04/2019,Victoria,$/MWh),93
3391,16/09/2018,Victoria,$/MWh),93
3392,3/9/2017,Victoria,$/MWh),93
3393,6/1/2019,Victoria,$/MWh),93
3394,7/7/2019,Victoria,$/MWh),94
3395,1/9/2019,Victoria,$/MWh),95
3396,24/03/2019,Victoria,$/MWh),95
3397,6/8/2017,Victoria,$/MWh),95
3398,23/06/2019,Victoria,$/MWh),96
3399,10/2/2019,Victoria,$/MWh),97
3400,10/3/2019,Victoria,$/MWh),97
3401,21/10/2018,Victoria,$/MWh),97
3402,8/9/2019,Victoria,$/MWh),97
3403,10/12/2017,Victoria,$/MWh),98
3404,13/10/2019,Victoria,$/MWh),98
3405,18/11/2018,Victoria,$/MWh),98
3406,19/08/2018,Victoria,$/MWh),98
3407,24/06/2018,Victoria,$/MWh),98
3408,30/12/2018,Victoria,$/MWh),98
3409,4/11/2018,Victoria,$/MWh),98
3410,23/09/2018,Victoria,$/MWh),99
